,tweet,locacion
5401,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Canal de la Mancha
5402,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#MarNegro
5403,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5404,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Riobamba
5405,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5406,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5407,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5408,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5409,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5410,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",ApatzingÃ¡n
5411,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ario
5412,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Buenavista
5413,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Charo
5414,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Estado de MÃ©xico
5415,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Estado de MÃ©xico
5416,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Estado de MÃ©xico
5417,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Estado de MÃ©xico
5418,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","#TlÃ¡huac, CDMX"
5419,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5420,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",avenida de CuliacÃ¡n
5421,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5422,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Gustavo A.
5423,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ciudad de MÃ©xico
5424,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","Colonia Progreso,  Ãlvaro ObregÃ³n, CDMX"
5425,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",N
5426,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",ObregÃ³n
5427,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",avenida Ãlvaro ObregÃ³n
5428,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5429,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",quiosco de
5430,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CoyoacÃ¡n
5431,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Magdalena Contreras
5432,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ciudad de MÃ©xico
5433,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5434,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",GYE
5435,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Riobamba
5436,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CuauhtÃ©moc
5437,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",¡n
5438,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av. Ãlvaro ObregÃ³n
5439,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","#Primera cda del rio,  La #Angostura"
5440,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Venustiano
5441,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",VENUSTIANO CARRANZA
5442,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia La Joya
5443,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#GAM
5444,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia La Joya
5445,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#GAM
5446,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5447,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",magdalena contreras
5448,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5449,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azul
5450,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azul
5451,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azul
5452,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azul
5453,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",JuÃ¡rez
5454,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","col. CuauhtÃ©moc, CDMX"
5455,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",del
5456,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5457,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Xochimilco
5458,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Iztapalapa
5459,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",PerifÃ©rico
5460,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","Av. Tlahuac
Cobertura"
5461,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Colombia
5462,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Iztapalapa
5463,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",de
5464,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5465,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",de
5466,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Carmen
5467,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5468,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5469,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5470,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Xochimilco
5471,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",escuela CuauhtÃ©moc
5472,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Tehuantepec
5473,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Rosales
5474,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Campanaâ€
5475,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5476,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5477,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Calzada Coltongo
5478,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Riobamba
5479,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Riobamba
5480,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Riobamba
5481,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Iztapalapa
5482,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av. TlÃ¡huac
5483,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",PerifÃ©rico Oriente
5484,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",ciclovÃ­a
5485,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5486,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Casa Bravo Ahuja
5487,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",calle del Fuego 830
5488,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Jardines del Pedregal
5489,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5490,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ciudad de MÃ©xico
5491,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",AlcaldÃ­a
5492,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Gustavo
5493,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Defensores de la RepÃºblica
5494,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5495,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5496,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Coltongo
5497,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",alcaldÃ­a Azcapotzalco
5498,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",barrio de HÃ©roe de Nacozari
5499,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Gustavo A. Madero
5500,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","oyamel #19. Col. Huayatla.

Alc. La Magdalena Contreras"
5501,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia San Bernabe Ocotepec
5502,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Magdalena Contreras
5503,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",calles Guerrero y Alumnos
5504,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5505,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#Oaxaca
5506,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5507,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5508,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av Ãlvaro ObregÃ³n
5509,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ciudades Hermanas
5510,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",AlcaldÃ­a Ãlvaro ObregÃ³n
5511,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CDMX
5512,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",centro de vacunaciÃ³n Tampico
5513,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av. Ãlvaro ObregÃ³n
5514,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5515,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5516,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ecuador
5517,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5518,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cerro Santa Ana
5519,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cerro Santa Ana
5520,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cerro Santa Ana
5521,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guayaquil
5522,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",pto Santa Ana
5523,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#Azcapotzalco
5524,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Calzada Azcapotzalco
5525,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Villa
5526,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Metro Ferreria
5527,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5528,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia villa solidaridad
5529,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",1 y 2Do
5530,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Quintana Roo
5531,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",alcaldÃ­a alvaro
5532,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia villa solidaridad
5533,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5534,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ocotal
5535,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Jardines del Pedregal
5536,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Alvaro
5537,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ciudad de MÃ©xico/MÃ©xico
5538,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5539,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",alcaldÃ­a
5540,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5541,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5542,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#EEUU
5543,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#EEUU
5544,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guayaquil
5545,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guayaquil
5546,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Moncada
5547,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Casa Blanca
5548,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5549,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5550,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5551,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5552,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5553,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5554,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Zapopan
5555,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",alcaldÃ­a TlÃ¡huac
5556,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5557,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5558,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","Av. Barranca del Muerto #280, colonia San JosÃ© Insurgentes"
5559,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",avenida Ãlvaro ObregÃ³n
5560,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Villa Gustavo A. Madero
5561,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","Distrito Federal, Mexico"
5562,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",mar Negro
5563,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Coltongo
5564,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",alcaldÃ­a Azcapotzalco
5565,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Canutillo
5566,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5567,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Mombuey
5568,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Mombuey
5569,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Mombuey
5570,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Mombuey
5571,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5572,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5573,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5574,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#Azcapotzalco
5575,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Coltongo
5576,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5577,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av #Ticoman
5578,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#TicomÃ¡n
5579,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cerro Santa Ana Guayaquil
5580,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cerro Santa Ana Guayaquil
5581,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5582,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Buenos Aires
5583,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5584,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Buenos Aires
5585,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Veracruz
5586,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",colonia Coltongo
5587,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5588,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5589,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Turco
5590,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5591,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","Quilmes

Brutal"
5592,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Vicente
5593,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",delegacion Alvaro Obregon
5594,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Morelos
5595,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Coltongo
5596,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Azcapotzalco
5597,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5598,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#Coltongo
5599,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Madero Villahermosa
5600,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",San Luis PotosÃ­ La Paz Monterrey CuauhtÃ©moc
5601,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",MÃ©rida
5602,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CoyoacÃ¡n TlÃ¡huac QuerÃ©taro LeÃ³n
5603,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guadalajara Iztacalco
5604,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Puebla
5605,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Xochimilco
5606,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CuliacÃ¡n
5607,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Venustiano
5608,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Colonia Nueva Atzacoalco
5609,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",AlcaldÃ­a Gustavo A. Madero
5610,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Nacional
5611,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro ObregÃ³n
5612,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Morelos
5613,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Loma la Palma
5614,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5615,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV","ObregÃ³n 

Circuito Condesa"
5616,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Viaducto
5617,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",RÃ­o Becerra
5618,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Niza (
5619,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Zona Rosa
5620,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Barranca del Muerto
5621,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Chapultepec
5622,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CuauhtÃ©moc
5623,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Orizaba #Veracruz
5624,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Tocuila
5625,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5626,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",EE.UU
5627,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5628,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",EE.UU
5629,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guatemalaâ
5630,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Guatemalaâ
5631,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CDMX
5632,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",CoyoacÃ¡n
5633,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Tlalpan
5634,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Cuajimalpa
5635,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5636,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5637,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5638,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5639,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Capitolio
5640,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",MÃ©xico
5641,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",MÃ©xico
5642,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",#Paralela 7
5643,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Ãlvaro
5644,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Av. Santa Fe #428
5645,"Ley seca CDMX en Iztapalapa, Cuajimalpa y Magdalena Contreras - Uno TV",Temuco
