,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,Rosario Agostini,@peponila,2020-11-08T23:31:12.000Z,"Rosario Agostini
@peponila
¶ú
8 nov. 2020","En serio estÇ­ detenida Milagro Sala? En serio? AsÇğ es una detenciÇün por corrupciÇün en #jujuy #Argentina ? 
Recibe visitas, periodistas, amigos, parientes, hoy. SÇğ, hoy. Y la distancia social? Y la condena firme que tiene?
Hartazgo moral. Los inmorales nos han igualado
#8N",,482,2.817,4.478,['https://pbs.twimg.com/ext_tw_video_thumb/1325581483877261312/pu/img/Zq5jgMyTlXE20vSp.jpg'],https://twitter.com/peponila/status/1325581667310989313
1,,,2020-11-08T23:53:59.000Z,,,Ğ???,,,,[],https://twitter.com/LloredaLau/status/1325587400660234245
2,,,2020-11-08T22:01:20.000Z,,,,,,,[],https://twitter.com/1984insomnio/status/1325559051808350213
3,,,2020-11-08T23:50:16.000Z,,,,,,,[],https://twitter.com/UnPiolin/status/1325586465359851522
4,,,2020-11-08T23:01:41.000Z,,,,,,,[],https://twitter.com/RafaelHidalgoP/status/1325574241769693186
5,,,2020-11-08T23:28:35.000Z,,,Ğ??ï ƒ?ô,,,,['https://pbs.twimg.com/media/EmVogvvWEAI_xdr?format=jpg&name=small'],https://twitter.com/CambioPress/status/1325581008058671105
6,,,2020-11-08T23:25:35.000Z,,,,,,,[],https://twitter.com/F311O85/status/1325580255751409665
7,,,2020-11-08T22:57:11.000Z,,"En respuesta a 
@mgraciavaldes",,,2,12,[],https://twitter.com/tita_novoa/status/1325573105931214848
8,Angeles,@angelessanchezj,2020-11-08T23:43:47.000Z,"Angeles
@angelessanchezj
¶ú
8 nov. 2020","En respuesta a 
@AnaGarridoRamos",Ğ??§ Ğ??§,,7,15,[],https://twitter.com/angelessanchezj/status/1325584836812222464
9,,,2020-11-08T23:35:50.000Z,,,Ğ?õ Ğ?? Ğ?? Ğ?õ,,,,"['https://pbs.twimg.com/profile_images/1349242593922740224/wBEWvZ0-_normal.jpg', 'https://pbs.twimg.com/media/EWcrg4pWoAA67Wa?format=jpg&name=small']",https://twitter.com/red_pimiento/status/1325582833235193856
